Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Skiploom,47.1,188,grass,flying,56.8,80.1,96,436144,20,497,Bullet Seed,Dazzling Gleam,Energy Ball,5,5,3,50000
Chingling,46.9,433,psychic,none,69.3,63.5,82,360620,19,500,Astonish,Psyshock,Shadow Ball,4,6,5,10000
Meltan,46.9,808,steel,none,69.1,63.5,82,359900,18,499,Thunder Shock,Flash Cannon,Thunderbolt,8,7,20,100000
Pikachu (Horizons),46.9,25,electric,none,70.2,67.1,75,353264,20.5,499,Quick Attack,Discharge,Thunderbolt,5,7,1,10000
Pikachu (Kariyushi),46.9,25,electric,none,70.2,67.1,75,353264,20.5,499,Quick Attack,Discharge,Thunderbolt,5,7,1,10000
Rattata (Alolan),46.9,19,dark,normal,74.3,59,77,337437,27,500,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Spiritomb,46.9,442,ghost,dark,69.9,84.7,60,355390,9,499,Feint Attack,Ominous Wind,Rock Tomb,8,9,5,75000
Tornadus (Incarnate),46.9,641,flying,none,86.7,53.9,61,285266,6,499,Air Slash,Dark Pulse,Grass Knot,6,6,20,100000
Fraxure,46.8,611,dragon,none,83.7,53.1,67,297851,8.5,499,Dragon Tail,Aqua Tail,Dragon Claw,3,5,5,75000
Lycanroc (Dusk),46.8,745,rock,none,83.1,53.1,68,299992,7,499,Counter,Crunch,Iron Head,8,9,5,50000
Sandshrew,46.8,27,ground,none,67.8,69.8,78,369269,15,500,Mud Shot,Dig,Rock Slide,7,6,3,50000
Stantler,46.8,234,normal,none,77.1,56.6,74,322989,8.5,499,Tackle,Megahorn,Stomp,19,14,3,50000
Gallade,46.5,475,psychic,fighting,79,67.4,59,314234,6,498,Charm,Close Combat,Leaf Blade,6,5,5,75000
Garbodor,46.5,569,poison,none,69.8,67.2,76,356277,8,499,Infestation,Acid Spray,Body Slam,4,3,3,50000
Persian (Alolan),46.5,53,dark,none,70.1,65.4,77,353029,10.5,497,Feint Attack,Dark Pulse,Foul Play,9,7,3,50000
Prinplup,46.5,394,water,none,68.7,67.8,78,363192,11,500,Bubble,Bubble Beam,Hydro Pump,4,7,3,10000
Kingambit,46.3,983,dark,steel,74.1,65.2,70,337986,5.5,500,Metal Claw,Dark Pulse,Focus Blast,8,11,5,75000
Tauros (Combat),46.3,128,fighting,none,74.1,69.8,65,336211,6.5,499,Double Kick,Close Combat,Earthquake,4,6,3,50000
Dusclops (Shadow),46.2,356,ghost,none,59.2,114.8,62,421538,12,499,Feint Attack,Fire Punch,Frustration,7,12,3,50000
Tyrunt,46.2,696,rock,dragon,73.4,61.6,75,339177,11.5,499,Dragon Tail,Ancient Power,Dragon Claw,4,5,5,75000
Froslass (Shadow),46,478,ice,ghost,72,65.4,74,348144,9.5,500,Hex,Avalanche,Crunch,4,4,3,50000
Marshtomp (Shadow),46,259,water,ground,69.7,64.1,80,357278,10.5,499,Mud Shot,Frustration,Mud Bomb,9,5,3,10000
Rayquaza,45.9,384,dragon,flying,83.9,53.7,65,292770,5,497,Air Slash,Aerial Ace,Ancient Power,5,5,20,100000
Rotom (Heat),45.9,479,electric,fire,75.4,84.5,52,331083,7.5,500,Astonish,Overheat,Thunder,6,6,5,75000
Rattata (Alolan) (Shadow),45.6,19,dark,normal,74.3,59,77,337437,27,500,Quick Attack,Crunch,Frustration,6,9,1,10000
Tyrunt (Shadow),45.6,696,rock,dragon,73.4,61.6,75,339177,11.5,499,Dragon Tail,Ancient Power,Dragon Claw,4,5,5,75000
Mareep (Shadow),45.4,179,electric,none,69.6,55.4,93,358948,19.5,500,Tackle,Body Slam,Discharge,12,14,5,75000
Voltorb (Shadow),45.4,100,electric,none,65.8,73.4,78,376535,19,499,Spark,Discharge,Frustration,6,10,3,50000
Magcargo,45.3,219,fire,rock,63.8,90.8,67,388338,11,499,Ember,Heat Wave,Overheat,9,7,1,10000
Mr. Mime (Galarian),45.3,122,ice,psychic,74.7,73.5,60,329603,9,499,Confusion,Ice Punch,Psybeam,3,5,5,75000
Oricorio (Pa'u),45.3,741,psychic,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Ambipom,45.1,424,normal,none,78.4,55.5,73,317935,8,499,Astonish,Aerial Ace,Hyper Beam,5,8,3,50000
Murkrow,45.1,198,dark,flying,82.8,47.2,77,301112,12,500,Feint Attack,Dark Pulse,Drill Peck,9,7,3,50000
Cutiefly,45,742,bug,fairy,71.4,58.9,83,349177,22,500,Fairy Wind,Bug Buzz,Dazzling Gleam,7,7,1,10000
Diglett (Alolan),45,50,ground,steel,79.9,67,58,310570,28.5,500,Metal Claw,Dig,Mud Bomb,8,6,3,50000
Garbodor (Shadow),45,569,poison,none,69.8,67.2,76,356277,8,499,Infestation,Acid Spray,Body Slam,4,3,3,50000
Gorebyss,45,368,water,none,78.3,70,58,317654,7.5,500,Confusion,Draining Kiss,Psychic,4,4,3,50000
Haxorus,45,612,dragon,none,88.1,55.4,58,283208,5.5,500,Counter,Breaking Swipe,Dragon Claw,9,9,5,75000
Meowstic (Female),45,678,psychic,none,67.9,70.3,77,367817,9,500,Charm,Energy Ball,Psychic,7,7,3,50000
Karrablast (Shadow),44.8,588,bug,none,75.3,54.5,80,328525,16,499,Fury Cutter,Aerial Ace,Drill Run,12,12,3,50000
Palpitoad,44.8,536,water,ground,65.8,60.9,95,380328,13.5,500,Bubble,Earth Power,Sludge Wave,5,6,3,50000
Poochyena,44.8,261,dark,none,71.9,54.7,88,346127,29,500,Snarl,Crunch,Dig,4,4,1,10000
Sliggoo,44.8,705,dragon,none,67,75.2,74,373218,9.5,500,Tackle,Dragon Pulse,Muddy Water,19,12,5,75000
Rayquaza (Mega),44.7,384,dragon,flying,90.1,53,57,272256,3.5,496,Air Slash,Aerial Ace,Ancient Power,5,5,20,100000
Rotom (Wash),44.7,479,electric,water,75.4,84.5,52,331083,7.5,500,Astonish,Hydro Pump,Thunder,8,6,5,75000
Skitty,44.7,300,normal,none,61.2,64.6,103,407506,26.5,499,Feint Attack,Dig,Disarming Voice,9,8,3,50000
Vanillish,44.7,583,ice,none,71.7,69,70,346258,12,499,Astonish,Ice Beam,Icy Wind,6,5,3,50000
Vulpix (Alolan),44.7,37,ice,none,62.7,77.1,82,395963,22,498,Powder Snow,Blizzard,Dark Pulse,10,7,3,50000
Ferrothorn (Shadow),44.4,598,grass,steel,62.3,89.3,72,400521,8,499,Bullet Seed,Acid Spray,Flash Cannon,4,6,3,75000
Ninjask,44.4,291,bug,flying,83.5,51.8,69,298406,9.5,499,Fury Cutter,Aerial Ace,Bug Buzz,12,15,5,75000
Throh,44.2,538,fighting,none,63.8,62.7,98,392012,7.5,500,Low Kick,Body Slam,Brick Break,7,8,5,75000
Appletun,44.1,842,grass,dragon,68.1,58,93,367515,7.5,500,Astonish,Dragon Pulse,Energy Ball,6,6,5,75000
Hattrem,44.1,857,psychic,none,71.1,66.1,74,348173,11.5,498,Charm,Dazzling Gleam,Psychic,7,7,5,50000
Rapidash (Galarian),43.9,78,psychic,fairy,78.3,63.8,64,319640,7.5,500,Fairy Wind,Body Slam,High Horsepower,4,7,3,50000
Sigilyph,43.9,561,psychic,flying,75.4,64.5,68,330755,7.5,499,Air Slash,Air Cutter,Ancient Power,4,5,5,75000
Gothitelle,43.8,576,psychic,none,67.5,81.8,67,370179,8,500,Charm,Future Sight,Psychic,9,7,3,50000
Latios,43.8,381,dragon,psychic,80.1,65,59,307293,5,498,Dragon Breath,Aura Sphere,Dragon Claw,10,13,20,100000
Linoone,43.8,264,normal,none,66.1,63.4,90,377602,11.5,500,Sand Attack,Dig,Grass Knot,13,13,1,10000
Swellow,43.8,277,normal,flying,79.4,57.2,69,312978,9.5,498,Steel Wing,Aerial Ace,Brave Bird,9,11,1,10000
Magmar (Shadow),43.6,126,fire,none,79.2,63.4,63,316314,8,500,Ember,Fire Blast,Fire Punch,9,5,5,75000
Chimecho,43.5,358,psychic,none,69.4,70.9,73,359234,8.5,500,Astonish,Energy Ball,Psyshock,6,4,5,75000
Combusken (Shadow),43.5,256,fire,fighting,75.7,56.6,77,329935,11.5,499,Ember,Flamethrower,Flame Charge,7,6,3,10000
Ekans (Shadow),43.5,23,poison,none,69.6,67.7,76,358086,20.5,499,Acid,Frustration,Gunk Shot,9,10,3,50000
Lugia,43.5,249,psychic,flying,59.8,93.8,72,403596,5,492,Dragon Tail,Aeroblast,Fly,7,4,20,100000
Vulpix (Alolan) (Shadow),43.5,37,ice,none,62.7,77.1,82,395963,22,498,Powder Snow,Blizzard,Dark Pulse,10,7,3,50000
Espeon,43.3,196,psychic,none,85.4,60,57,292311,6,500,Confusion,Future Sight,Last Resort,5,4,5,75000
Pignite (Shadow),43.3,499,fire,fighting,74.8,49.8,90,335113,9.5,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Sneasel (Shadow),43.2,215,dark,ice,77.9,63.9,64,318797,9,499,Feint Attack,Avalanche,Foul Play,8,7,3,50000
Garchomp,43,445,dragon,ground,76.9,58.6,72,324694,5,500,Dragon Tail,Breaking Swipe,Earthquake,5,6,5,75000
Latias,43,380,dragon,psychic,71.6,79.3,61,346299,5.5,500,Charm,Aura Sphere,Mist Ball,5,8,20,100000
Politoed (Shadow),43,186,water,none,66.8,70.9,79,374211,8,500,Bubble,Blizzard,Earthquake,7,6,3,50000
Zoroark (Hisuian),43,571,normal,ghost,94.6,49.6,56,262800,7,499,Shadow Claw,Flamethrower,Foul Play,7,5,5,75000
Jynx,42.9,124,ice,psychic,82.3,57.6,64,303471,7.5,500,Confusion,Avalanche,Draining Kiss,4,4,5,75000
Staryu (Shadow),42.9,120,water,none,76.5,68.4,62,324338,16.5,499,Tackle,Bubble Beam,Frustration,14,24,3,50000
Victreebel (Shadow),42.9,71,grass,poison,79.2,53.3,75,316403,8,500,Acid,Acid Spray,Frustration,6,9,3,50000
Emboar,42.7,500,fire,fighting,80.2,46.3,84,311745,6.5,500,Ember,Blast Burn,Flame Charge,6,6,3,10000
Gourgeist (Large),42.7,711,ghost,grass,66.7,79.4,71,375868,7.5,500,Hex,Fire Blast,Foul Play,7,4,5,75000
Smoochum,42.7,238,ice,psychic,79.9,53.9,72,310073,14.5,498,Frost Breath,Ice Beam,Ice Punch,11,8,5,10000
Teddiursa (Shadow),42.7,216,normal,none,74,54,84,335474,14,499,Lick,Cross Chop,Crunch,12,15,3,50000
Xatu (Shadow),42.7,178,psychic,flying,76.4,62.4,68,324005,8.5,499,Air Slash,Aerial Ace,Frustration,5,8,3,50000
Electrode,42.6,101,electric,none,70.7,74.3,67,352161,9,499,Spark,Discharge,Foul Play,6,6,3,50000
Sandshrew (Alolan) (Shadow),42.6,27,ice,steel,66.7,73,77,374923,15,500,Metal Claw,Blizzard,Frustration,11,10,3,50000
Absol,42.4,359,dark,none,90.6,48.2,63,275199,7.5,499,Psycho Cut,Brutal Swing,Dark Pulse,4,6,5,75000
Ceruledge,42.4,937,fire,ghost,78,65.5,62,316866,6,500,Ember,Flamethrower,Flame Charge,7,6,5,50000
Teddiursa,42.4,216,normal,none,74,54,84,335474,14,499,Lick,Cross Chop,Crunch,12,15,3,50000
Azelf,42.3,482,psychic,none,88,51.4,62,280227,6,500,Confusion,Fire Blast,Future Sight,6,5,20,100000
Braviary (Hisuian),42.3,628,psychic,flying,75.8,49.6,88,330682,7,500,Air Slash,Brave Bird,Dazzling Gleam,7,7,5,75000
Maushold,42.3,925,normal,none,67.4,69.5,79,370212,9.5,500,Bullet Seed,Crunch,Play Rough,4,5,1,10000
Rapidash,42.3,78,fire,none,78.3,63.8,64,319640,7.5,500,Ember,Drill Run,Fire Blast,5,9,3,50000
Dolliv,42,929,grass,normal,69.2,70.7,74,362011,13.5,500,Magical Leaf,Earth Power,Energy Ball,6,6,3,50000
Swoobat,42,528,psychic,flying,73.1,58.9,79,340393,11,499,Air Slash,Aerial Ace,Fly,5,5,1,10000
Alakazam,41.8,65,psychic,none,91.8,58.1,51,272184,6,500,Confusion,Dazzling Gleam,Fire Punch,4,3,3,50000
Flygon,41.8,330,ground,dragon,74,63.9,71,335912,7,499,Dragon Tail,Boomburst,Dragon Claw,6,5,5,75000
Gourgeist (Super),41.7,711,ghost,grass,67.4,75.4,73,371034,7.5,500,Hex,Fire Blast,Foul Play,7,4,5,75000
Aggron (Mega),41.5,306,steel,none,71.7,94.4,51,344907,4.5,497,Dragon Tail,Heavy Slam,Meteor Beam,5,5,1,10000
Togepi,41.5,175,fairy,none,52.8,97.4,92,473388,32,500,Hidden Power (Bug),Ancient Power,Dazzling Gleam,6,7,3,10000
Swampert (Mega),41.4,260,water,ground,78.8,63.2,64,318563,4.5,500,Mud Shot,Earthquake,Hydro Cannon,9,5,3,10000
Dwebble (Shadow),41.2,557,bug,rock,65.2,72.7,81,383745,16,500,Cut,Frustration,Rock Blast,35,20,1,10000
Electrode (Shadow),41.1,101,electric,none,70.7,74.3,67,352161,9,499,Spark,Discharge,Foul Play,6,6,3,50000
Castform (Rainy),40.9,351,water,none,65.7,68.9,84,380016,11.5,500,Tackle,Hydro Pump,Thunder,25,20,5,75000
Crabrawler,40.9,739,fighting,none,77,57.5,73,323025,14,500,Bubble,Brick Break,Crabhammer,4,5,3,50000
Gourgeist (Average),40.9,711,ghost,grass,67.2,85.2,65,371878,8,500,Hex,Fire Blast,Foul Play,7,4,5,75000
Crawdaunt,40.8,342,water,dark,83.4,56.9,63,298870,7.5,499,Snarl,Bubble Beam,Crabhammer,4,4,3,50000
Glameow,40.8,431,normal,none,68.3,58.7,90,360870,20.5,498,Quick Attack,Aerial Ace,Play Rough,6,8,3,50000
Kadabra (Shadow),40.8,64,psychic,none,94.7,52.3,53,262709,9,499,Confusion,Dazzling Gleam,Frustration,4,5,3,50000
Gallade (Mega),40.6,475,psychic,fighting,90.3,64.8,47,275024,4.5,499,Charm,Close Combat,Leaf Blade,6,5,5,75000
Plusle,40.6,311,electric,none,74,61.9,73,334567,10.5,499,Quick Attack,Discharge,Grass Knot,5,7,3,50000
Toucannon,40.6,733,normal,flying,78.9,56.2,71,315045,7,499,Bullet Seed,Drill Peck,Flash Cannon,4,6,1,10000
Xatu,40.6,178,psychic,flying,76.4,62.4,68,324005,8.5,499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Zorua,40.6,570,dark,none,83.9,49.7,71,296005,16,500,Feint Attack,Aerial Ace,Dark Pulse,8,9,5,75000
Rotom (Mow),40.5,479,electric,grass,75.4,84.5,52,331083,7.5,500,Astonish,Ominous Wind,Thunder,5,6,5,75000
Swalot,40.3,317,poison,none,60,71.5,97,416645,9.5,500,Infestation,Acid Spray,Gunk Shot,4,7,1,10000
Herdier,40.2,507,normal,none,69,63.9,82,361129,12,500,Lick,Dig,Play Rough,17,20,1,10000
Pyroar,40.2,668,fire,normal,78.6,54.8,74,318782,7,500,Ember,Dark Pulse,Flame Charge,6,6,3,10000
Ninetales,40,38,fire,none,67.1,79.5,70,372948,8.5,500,Ember,Fire Blast,Flamethrower,9,7,3,50000
Phanpy,40,231,ground,none,59.8,59.8,117,419064,16,500,Rock Smash,Body Slam,Bulldoze,5,7,3,50000
Roselia,40,315,grass,poison,80.7,60,64,309853,10,500,Magical Leaf,Dazzling Gleam,Petal Blizzard,6,7,3,50000
Bibarel,39.9,400,normal,water,71.9,56.3,86,347839,10.5,500,Rollout,Hyper Beam,Hyper Fang,7,4,1,10000
Jolteon,39.9,135,electric,none,79.8,66.1,59,311270,6.5,500,Thunder Shock,Discharge,Last Resort,5,7,5,75000
Kecleon,39.9,352,normal,none,67.5,81.5,67,368784,9,499,Lick,Aerial Ace,Flamethrower,15,19,5,75000
Rotom (Frost),39.9,479,electric,ice,75.4,84.5,52,331083,7.5,500,Astonish,Blizzard,Thunder,8,6,5,75000
Bulbasaur,39.7,1,grass,poison,67.6,69.9,78,368426,17.5,499,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Klang,39.7,600,steel,none,66.7,77.1,73,375052,10.5,500,Charge Beam,Thunderbolt,Vise Grip,5,4,5,75000
Arboliva,39.6,930,grass,normal,74.8,67.8,66,334536,6.5,500,Magical Leaf,Earth Power,Energy Ball,6,6,3,50000
Weepinbell,39.6,70,grass,poison,80.5,48.1,80,310067,12,499,Acid,Power Whip,Seed Bomb,7,5,3,50000
Bisharp,39.4,625,dark,steel,81.2,64.1,59,306862,6.5,499,Metal Claw,Dark Pulse,Focus Blast,8,11,5,75000
Kadabra,39.4,64,psychic,none,94.7,52.3,53,262709,9,499,Confusion,Dazzling Gleam,Psybeam,4,5,3,50000
Sneasel,39.4,215,dark,ice,77.9,63.9,64,318797,9,499,Feint Attack,Avalanche,Foul Play,8,7,3,50000
Crabominable,39.3,740,fighting,ice,78.8,51.3,78,315571,6.5,499,Bubble,Brick Break,Crabhammer,4,5,3,50000
Kabutops,39.3,141,rock,water,78.2,69.1,59,319114,7,499,Fury Cutter,Ancient Power,Stone Edge,12,14,5,75000
Politoed,39.3,186,water,none,66.8,70.9,79,374211,8,500,Bubble,Blizzard,Earthquake,7,6,3,50000
Seadra (Shadow),39.3,117,water,none,76.7,67.5,63,326369,9,500,Dragon Breath,Aurora Beam,Blizzard,15,19,3,50000
Weavile,39.3,461,dark,ice,82.9,59.7,61,301779,6.5,500,Feint Attack,Avalanche,Focus Blast,8,13,3,50000
Darkrai,39.1,491,dark,none,85.6,61.2,54,283167,5,493,Feint Attack,Dark Pulse,Focus Blast,9,13,20,100000
Gourgeist (Small),39.1,711,ghost,grass,67.8,87.6,62,368374,8.5,499,Hex,Fire Blast,Foul Play,7,4,5,75000
Latias (Mega),39.1,380,dragon,psychic,77,79.3,52,317293,4,496,Charm,Aura Sphere,Mist Ball,5,8,20,100000
Persian,39.1,53,normal,none,68.7,66.9,78,358444,11,498,Feint Attack,Foul Play,Night Slash,7,6,3,50000
Servine (Shadow),39.1,496,grass,none,61.8,80.5,81,403281,13.5,500,Iron Tail,Frustration,Grass Knot,10,8,3,10000
Shiftry,39.1,275,grass,dark,77.3,51,82,323466,8,500,Bullet Seed,Foul Play,Hurricane,4,5,3,50000
Lanturn,39,171,water,electric,60.3,60.3,113,411351,9,498,Charge Beam,Hydro Pump,Surf,7,5,3,50000
Latios (Mega),39,381,dragon,psychic,87.7,65,50,284857,4,500,Dragon Breath,Aura Sphere,Dragon Claw,10,13,20,100000
Cradily (Shadow),38.8,346,rock,grass,61.2,80.2,83,407808,8.5,500,Acid,Bulldoze,Frustration,6,9,3,50000
Phanpy (Shadow),38.8,231,ground,none,59.8,59.8,117,419064,16,500,Rock Smash,Body Slam,Bulldoze,5,7,3,50000
Excadrill,38.7,530,ground,steel,83.2,44,82,299972,6,500,Metal Claw,Drill Run,Earthquake,7,10,3,50000
Castform (Snowy),38.5,351,ice,none,65.7,68.9,84,380016,11.5,500,Powder Snow,Blizzard,Ice Beam,10,7,5,75000
Abomasnow (Shadow),38.4,460,grass,ice,68.3,64.2,83,363709,8,499,Leafage,Blizzard,Energy Ball,10,7,3,50000
Gloom (Shadow),38.4,44,grass,poison,71.1,64.3,77,352363,11.5,500,Acid,Frustration,Moonblast,9,8,3,50000
Gengar,38.2,94,ghost,poison,89.6,54.7,57,279136,6.5,500,Hex,Dark Pulse,Drain Punch,4,4,3,50000
Omanyte,38.2,138,rock,water,74,77.8,58,333919,12,498,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Diglett (Alolan) (Shadow),38.1,50,ground,steel,79.9,67,58,310570,28.5,500,Metal Claw,Dig,Frustration,8,10,3,50000
Joltik,38.1,595,bug,electric,66.4,65.8,86,375616,19,499,Charge Beam,Bug Buzz,Cross Poison,6,4,3,50000
Vanilluxe,38.1,584,ice,none,76.8,66.8,63,323052,6.5,499,Astonish,Avalanche,Blizzard,5,8,3,50000
Zigzagoon,38.1,263,normal,none,53.8,79.8,108,463656,50,500,Rock Smash,Dig,Grass Knot,8,8,1,10000
Serperior (Shadow),37.9,497,grass,none,64,84.9,72,390851,8.5,500,Iron Tail,Aerial Ace,Frenzy Plant,7,7,3,10000
Spritzee,37.9,682,fairy,none,60,66.8,104,416503,15.5,500,Charge Beam,Draining Kiss,Thunderbolt,5,5,3,50000
Quilava,37.5,156,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Dig,Flamethrower,6,7,3,10000
Electrode (Hisuian),37.3,101,electric,grass,71.9,73.1,66,347094,9,500,Tackle,Energy Ball,Swift,19,12,3,50000
Dwebble,37.2,557,bug,rock,64.1,74.8,81,388555,16,499,Cut,Rock Blast,Rock Tomb,20,25,1,10000
Glameow (Shadow),37,431,normal,none,68.3,58.7,90,360870,20.5,498,Quick Attack,Aerial Ace,Frustration,6,9,3,50000
Ludicolo,37,272,water,grass,67.5,71.7,76,367898,8,500,Bubble,Blizzard,Energy Ball,7,5,3,50000
Seviper,37,336,poison,none,80.3,53.1,73,311566,9,500,Iron Tail,Crunch,Poison Fang,7,6,3,50000
Timburr (Shadow),37,532,fighting,none,70.2,50.9,99,353542,14.5,498,Low Kick,Brick Break,Frustration,8,14,5,75000
Tynamo,36.9,602,electric,none,71.3,60.2,81,347883,24,500,Spark,Struggle,,15,0,1,10000
Shinx (Shadow),36.7,403,electric,none,75.8,49.5,87,326488,22,497,Spark,Discharge,Frustration,6,10,5,75000
Elgyem,36.6,605,psychic,none,75.1,56,79,331995,13.5,499,Astonish,Dark Pulse,Psybeam,5,6,3,50000
Poochyena (Shadow),36.6,261,dark,none,71.9,54.7,88,346127,29,500,Snarl,Crunch,Dig,4,4,1,10000
Shinx,36.6,403,electric,none,75.2,49.5,89,331233,22,500,Spark,Discharge,Return,6,10,5,75000
Skiploom (Shadow),36.6,188,grass,flying,56.8,80.1,96,436144,20,497,Bullet Seed,Dazzling Gleam,Energy Ball,5,5,3,50000
Beautifly,36.3,267,bug,flying,84,48.5,73,297283,10.5,500,Infestation,Air Cutter,Bug Buzz,3,5,1,10000
Frogadier,36.3,657,water,none,77.9,57.1,72,320290,11.5,499,Bubble,Aerial Ace,Surf,5,5,3,10000
Seadra,36.3,117,water,none,76.7,67.5,63,326369,9,500,Dragon Breath,Aurora Beam,Blizzard,15,19,3,50000
Suicune,36.3,245,water,none,61.7,83.2,78,400504,6.5,499,Extrasensory,Bubble Beam,Hydro Pump,4,8,20,100000
Abomasnow,36.1,460,grass,ice,68.3,64.2,83,363709,8,499,Leafage,Blizzard,Energy Ball,10,7,3,50000
Braixen,36.1,654,fire,none,75.8,61,71,328355,10.5,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Charizard (Mega X),36,6,fire,dragon,81,65.9,58,309458,5,500,Air Slash,Air Cutter,Blast Burn,4,6,3,10000
Eldegoss,35.8,830,grass,none,62.5,92.5,69,398995,9.5,499,Bullet Seed,Energy Ball,Grass Knot,5,4,3,50000
Timburr,35.8,532,fighting,none,70.2,50.9,99,353542,14.5,498,Low Kick,Brick Break,Low Sweep,8,8,5,75000
Dugtrio (Alolan) (Shadow),35.7,51,ground,steel,86.6,63.8,52,287334,10,500,Metal Claw,Earthquake,Frustration,10,10,3,50000
Ninetales (Shadow),35.7,38,fire,none,67.1,79.5,70,372948,8.5,500,Ember,Fire Blast,Flamethrower,9,7,3,50000
Shiftry (Shadow),35.7,275,grass,dark,77.3,51,82,323466,8,500,Bullet Seed,Foul Play,Frustration,4,6,3,50000
Typhlosion,35.7,157,fire,none,76.8,63.1,67,324572,6.5,499,Ember,Blast Burn,Fire Blast,6,9,3,10000
Alakazam (Mega),35.5,65,psychic,none,101.8,59.1,41,246486,4.5,500,Confusion,Dazzling Gleam,Fire Punch,4,3,3,50000
Blitzle,35.5,522,electric,none,75.6,48.9,88,325400,21.5,497,Quick Attack,Discharge,Flame Charge,5,7,3,50000
Regirock,35.5,377,rock,none,61.3,103.4,64,405804,6,499,Lock On,Earthquake,Focus Blast,13,15,20,100000
Yanma,35.5,193,bug,flying,76.1,52.5,82,327660,13,500,Quick Attack,Aerial Ace,Ancient Power,6,6,3,50000
Golem,35.4,76,rock,ground,72.1,70.4,68,345469,6.5,500,Mud Shot,Ancient Power,Earthquake,6,9,1,10000
Beheeyem,35.2,606,psychic,none,78.6,60.4,67,318041,7,500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Omanyte (Shadow),35.2,138,rock,water,74,77.8,58,333919,12,498,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Gurdurr (Shadow),35.1,533,fighting,none,72.5,57.8,82,343236,8.5,499,Low Kick,Brick Break,Frustration,8,14,5,75000
Gloom,34.9,44,grass,poison,71.1,64.3,77,352363,11.5,500,Acid,Moonblast,Petal Blizzard,8,9,3,50000
Dodrio,34.8,85,normal,flying,83.3,57,63,299326,8,499,Feint Attack,Aerial Ace,Air Cutter,8,6,3,50000
Magnezone,34.6,462,electric,steel,77.7,69,60,321849,6,500,Charge Beam,Flash Cannon,Mirror Shot,7,4,3,50000
Emolga,34.5,587,electric,flying,73.8,63.9,72,339665,11.5,500,Quick Attack,Acrobatics,Aerial Ace,7,6,1,10000
Gogoat,34.3,673,grass,none,69.8,54.5,94,357653,7,500,Rock Smash,Brick Break,Leaf Blade,6,5,3,50000
Gurdurr,34.3,533,fighting,none,72.5,57.8,82,343236,8.5,499,Low Kick,Brick Break,Low Sweep,8,8,5,75000
Weepinbell (Shadow),34.3,70,grass,poison,80.6,48,80,309833,11.5,500,Acid,Frustration,Power Whip,9,7,3,50000
Servine,34.2,496,grass,none,61.8,80.5,81,403281,13.5,500,Iron Tail,Grass Knot,Leaf Tornado,8,6,3,10000
Pawmo,33.9,922,electric,fighting,76.8,49.3,85,322177,14.5,500,Charge Beam,Discharge,Thunderbolt,4,5,3,75000
Mismagius,33.7,429,ghost,none,77.9,70,59,321634,7.5,500,Hex,Dark Pulse,Dazzling Gleam,4,5,3,50000
Kabuto,33.3,140,rock,water,76,77,56,327526,14,500,Mud Shot,Rock Tomb,Ancient Power,7,6,5,75000
Jirachi,33.1,385,steel,psychic,67.6,68.9,73,340019,5.5,480,Charge Beam,Aura Sphere,Dazzling Gleam,4,5,20,100000
Kingler,33.1,99,water,none,84.2,65.4,54,297403,6.5,500,Bubble,Crabhammer,Razor Shell,5,4,3,50000
Archeops,33,567,rock,flying,95.4,45.9,60,262719,6,500,Steel Wing,Ancient Power,Crunch,9,9,5,75000
Joltik (Shadow),33,595,bug,electric,66.4,65.8,86,375616,19,499,Charge Beam,Bug Buzz,Cross Poison,6,4,3,50000
Persian (Shadow),32.8,53,normal,none,68.7,66.9,78,358444,11,498,Feint Attack,Foul Play,Frustration,7,12,3,50000
Cacturne (Shadow),32.7,332,grass,dark,85.9,48.4,70,291160,8,500,Poison Jab,Dark Pulse,Dynamic Punch,8,7,3,50000
Garchomp (Mega),32.7,445,dragon,ground,83.5,56.1,60,280933,3.5,484,Dragon Tail,Breaking Swipe,Earthquake,5,6,5,75000
Quilava (Shadow),32.7,156,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Dig,Flamethrower,6,7,3,10000
Abomasnow (Mega),32.5,460,grass,ice,76.8,63,67,324505,5.5,499,Leafage,Blizzard,Energy Ball,10,7,3,50000
Dugtrio (Alolan),32.5,51,ground,steel,86.6,63.8,52,287334,10,500,Metal Claw,Earthquake,Iron Head,10,8,3,50000
Serperior,32.5,497,grass,none,64,84.9,72,390851,8.5,500,Iron Tail,Aerial Ace,Frenzy Plant,7,7,3,10000
Vileplume,32.5,45,grass,poison,74.7,63.1,71,334341,7.5,499,Acid,Moonblast,Petal Blizzard,8,9,3,50000
